"name","transcript_start","transcript_end","strand","chromosome","short_description","Curator_summary","Locus"
"AT2G35230.1",14842293,14844434,"+","2","VQ motif-containing protein","Contains a plant-specific VQ motif. Involved in endosperm growth and seed size determination. IKU1 is expressed in the early endosperm and its progenitor, the central cell.IKU1 interacts with MINI3 in the yeast two-hybrid system.","AT2G35230"
"AT2G35240.1",14844940,14846304,"-","2","plastid developmental protein DAG, putative",NA,"AT2G35240"
"AT2G35250.1",14846662,14848662,"-","2","Protein of Unknown Function (DUF239)",NA,"AT2G35250"
"AT2G35260.1",14849536,14851969,"+","2",NA,NA,"AT2G35260"
"AT2G35270.1",14857021,14857878,"+","2","Predicted AT-hook DNA-binding family protein","Direct target of AGAMOUS. Regulates patterning  and differentiation of reproductive organs.","AT2G35270"
"AT2G35280.1",14859378,14860200,"-","2","F-box family protein",NA,"AT2G35280"
"AT2G35290.1",14861412,14862029,"-","2",NA,NA,"AT2G35290"
"AT2G35300.1",14862901,14863387,"-","2","Late embryogenesis abundant protein, group 1 protein","Encodes LEA4-2/LEA18, a member of the Late Embryogenesis Abundant (LEA) proteins which typically accumulate in response to low water availability conditions imposed during development or by the environment.","AT2G35300"
"AT2G35310.1",14864855,14866598,"+","2","Transcriptional factor B3 family protein",NA,"AT2G35310"
"AT2G35320.1",14866832,14868860,"-","2","EYES ABSENT homolog","homologue of the animal Eyes Absent genes. encodes a tyrosine-specific phosphatase. the protein sequence lacks the cys-containing signature of the classical tyrosine phosphatases. belongs to the aspartate-based phosphatases. The enzyme activity is strictly metal-dependent.","AT2G35320"
"AT2G35330.1",14868989,14871940,"+","2","RING/U-box superfamily protein",NA,"AT2G35330"
"AT2G35340.1",14872320,14879739,"+","2","helicase domain-containing protein",NA,"AT2G35340"
"AT2G35345.1",14880274,14880636,"-","2",NA,NA,"AT2G35345"
"AT2G35350.1",14881039,14884116,"-","2","poltergeist like 1","Encodes a protein most similar to the POLTERGEIST locus. Double mutant analysis of loss of function alleles indicate PLL1 functions redundantly with POL to regulate meristem size and pedicel length. Acts in a dose dependent manner with POL to suppress the clv1, clv2 and clv3 phenotypes.","AT2G35350"
"AT2G35360.1",14889048,14890847,"-","2","ubiquitin family protein",NA,"AT2G35360"
"AT2G35370.1",14891102,14892218,"+","2","glycine decarboxylase complex H","Encodes glycine decarboxylase complex H protein. Involved in photorespiration.","AT2G35370"
"AT2G35380.1",14892601,14893993,"+","2","Peroxidase superfamily protein",NA,"AT2G35380"
"AT2G35390.2",14895279,14897822,"-","2","Phosphoribosyltransferase family protein",NA,"AT2G35390"
"AT2G35410.1",14898324,14899750,"+","2","RNA-binding (RRM/RBD/RNP motifs) family protein",NA,"AT2G35410"
"AT2G35420.1",14899715,14900692,"-","2","RING/U-box superfamily protein",NA,"AT2G35420"
"AT2G35430.1",14900872,14902385,"-","2","Zinc finger C-x8-C-x5-C-x3-H type family protein",NA,"AT2G35430"
"AT2G35450.1",14903045,14905372,"-","2","catalytics;hydrolases",NA,"AT2G35450"
"AT2G35460.1",14905788,14906504,"+","2","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family",NA,"AT2G35460"
"AT2G35470.1",14908844,14909863,"-","2",NA,NA,"AT2G35470"
"AT2G35480.1",14910410,14912048,"+","2",NA,NA,"AT2G35480"
"AT2G35490.1",14912144,14913877,"-","2","Plastid-lipid associated protein PAP / fibrillin family protein",NA,"AT2G35490"
"AT2G35500.1",14914003,14916135,"+","2","shikimate kinase like 2","Encodes a protein with some sequence similarity to shikimate kinases, but a truncated form of this protein (lacking a putative N-terminal chloroplast transit peptide) does not have shikimate kinase activity in vitro.","AT2G35500"
"AT2G35510.1",14916723,14920377,"-","2","similar to RCD one 1","Encodes a WWE domain-containing protein with 76% similarity to RCD1.  The protein also contains a PARP signature upstream of the C-terminal protein interaction domain. The PARP signature may bind NAD+ and attach the ADP-ribose-moiety from NAD+ to the target molecule.  Its presence suggests a role for the protein in ADP ribosylation.","AT2G35510"
"AT2G35520.2",14921493,14922841,"+","2","Defender against death (DAD family) protein",NA,"AT2G35520"
"AT2G35530.1",14922962,14926591,"-","2","basic region/leucine zipper transcription factor 16","Encodes a G group bZIP transcription factor family member that can bind cis elements with an ACGT core, such as G-box, Hex, C-box and As-1.  The protein is localized in the nucleus and can homodimerize and can heterodimerize with other G group members.","AT2G35530"
"AT2G35540.1",14927158,14928930,"+","2","DNAJ heat shock N-terminal domain-containing protein",NA,"AT2G35540"
"AT2G35550.1",14929321,14930892,"+","2","basic pentacysteine 7",NA,"AT2G35550"
"AT2G35580.1",14933828,14935482,"-","2","Serine protease inhibitor (SERPIN) family protein",NA,"AT2G35580"
"AT2G35585.1",14936666,14937964,"+","2",NA,NA,"AT2G35585"
"AT2G35600.1",14940845,14945357,"-","2","BREVIS RADIX-like 1","Belongs to five-member BRX gene family. Arabidopsis BRX genes share high levels of similarity among each others, with several conserved domains. The most distinct is BRX domain - highly conserved in all BRX genes among distantly related species. This protein-protein interaction domain is required and sufficient for BRX activity.","AT2G35600"
"AT2G35605.1",14946063,14947276,"+","2","SWIB/MDM2 domain superfamily protein",NA,"AT2G35605"
"AT2G35610.1",14947365,14951247,"-","2","xyloglucanase 113","Encodes an arabinosyltransferase that modifies extensin proteins in root hair cells.","AT2G35610"
"AT2G35612.1",14955241,14955501,"-","2",NA,NA,"AT2G35612"
"AT2G35615.1",14959391,14960734,"+","2","Eukaryotic aspartyl protease family protein",NA,"AT2G35615"
"AT2G35620.1",14960940,14965359,"-","2","Leucine-rich repeat protein kinase family protein","Encodes a plasma membrane localized leucine-rich repeat receptor kinase that is involved in cell wall elongation. Loss of function mutations of FEI1 and FEI2 exhibit defects in root and hypocotyl cell elongation. Double mutants are defective in cell wall biosynthesis and have thick hypocotyls, and short, thick roots.","AT2G35620"
"AT2G35630.1",14966678,14980606,"+","2","ARM repeat superfamily protein","Member of the MAP215 family of microtubule-associated proteins required to establish interphase arrays of cortical microtubules.Mutants have defects in cytokinesis during pollen development. Vegetative phenotypes observed in temperature sensitive mutants include left-handed organ twisting, isotropic cell expansion and impairment of root hair polarity.","AT2G35630"
"AT2G35635.1",14980970,14982116,"+","2","ubiquitin 7","encodes a ubiquitin-like protein that contains tandem repeats of the ubiquitin coding region, but at least one repeat per gene encodes a protein with amino acid substitutions.","AT2G35635"
"AT2G35640.1",14982835,14984182,"+","2","Homeodomain-like superfamily protein",NA,"AT2G35640"
"AT2G35650.1",14985488,14988357,"+","2","cellulose synthase like","a member of Glycosyltransferase- Family 2 and encodes a beta-mannan synthase based on in vitro enzyme assays from heterologously expressed protein. Mutants exhibit defects in pollen tube growth and embryo development. The defective embryonic development was associated with reduced proliferation and failed cellularization of the endosperm.","AT2G35650"
"AT2G35658.2",14990326,14990931,"-","2",NA,NA,"AT2G35658"
"AT2G35660.1",14988447,14990426,"+","2","FAD/NAD(P)-binding oxidoreductase family protein","Encodes a member of a novel gene family with  homology to known proteins involved in hydroxylation and oxidation of an aromatic ring.","AT2G35660"
"AT2G35670.1",14992565,14996756,"+","2","VEFS-Box of polycomb protein","Encodes a negative regulator of seed development in the absence of pollination. In the ovule, the FIS2 transcripts  are accumulated at their highest level before fertilization  and gradually decrease after fertilization.","AT2G35670"
"AT2G35680.1",14996713,14999085,"-","2","Phosphotyrosine protein phosphatases superfamily protein",NA,"AT2G35680"
"AT2G35690.1",14999754,15003066,"+","2","acyl-CoA oxidase 5","Encodes an acyl-CoA oxidase. Involved in jasmonate biosynthesis. Expressed uniformly in seedlings and throughout development.","AT2G35690"
"AT2G35700.1",15005205,15005789,"+","2","ERF family protein 38","encodes a member of the DREB subfamily A-4 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 17 members in this subfamily including TINY. Thought to be involved in secondary cell wall metabolism.","AT2G35700"
"AT2G35710.1",15010796,15014284,"-","2","Nucleotide-diphospho-sugar transferases superfamily protein",NA,"AT2G35710"
"AT2G35720.1",15016670,15020011,"+","2","DNAJ heat shock N-terminal domain-containing protein","Encodes OWL1, a J-domain protein involved in perception of very low light fluences.","AT2G35720"
"AT2G35730.1",15020492,15021556,"-","2","Heavy metal transport/detoxification superfamily protein",NA,"AT2G35730"
"AT2G35733.1",15022676,15022867,"-","2",NA,NA,"AT2G35733"
"AT2G35736.1",15023084,15023254,"-","2",NA,NA,"AT2G35736"
"AT2G35740.1",15024489,15026414,"-","2","nositol transporter 3",NA,"AT2G35740"
"AT2G35750.1",15029829,15030290,"-","2",NA,NA,"AT2G35750"
"AT2G35760.1",15031923,15033307,"+","2","Uncharacterised protein family (UPF0497)",NA,"AT2G35760"
"AT2G35765.1",15033595,15034091,"+","2",NA,NA,"AT2G35765"
"AT2G35770.1",15034037,15036518,"-","2","serine carboxypeptidase-like 28",NA,"AT2G35770"
"AT2G35780.1",15037662,15040127,"-","2","serine carboxypeptidase-like 26",NA,"AT2G35780"
"AT2G35790.1",15040679,15042123,"+","2",NA,NA,"AT2G35790"
"AT2G35795.1",15042175,15043575,"+","2","Chaperone DnaJ-domain superfamily protein",NA,"AT2G35795"
"AT2G35800.1",15044045,15048603,"+","2","mitochondrial substrate carrier family protein","Encodes a predicted calcium-dependent S-adenosyl methionine carrier.","AT2G35800"
"AT2G35810.1",15049150,15050323,"+","2",NA,NA,"AT2G35810"
"AT2G35820.1",15050912,15052239,"+","2","ureidoglycolate hydrolases",NA,"AT2G35820"
"AT2G35830.2",15052199,15053275,"+","2",NA,NA,"AT2G35830"
"AT2G35840.1",15053623,15056005,"+","2","Sucrose-6F-phosphate phosphohydrolase family protein",NA,"AT2G35840"
"AT2G35850.1",15056753,15056995,"+","2",NA,NA,"AT2G35850"
"AT2G35860.1",15059763,15062122,"+","2","FASCICLIN-like arabinogalactan protein 16 precursor",NA,"AT2G35860"
"AT2G35880.1",15062988,15065870,"-","2","TPX2 (targeting protein for Xklp2) protein family",NA,"AT2G35880"
"AT2G35890.1",15067175,15069136,"-","2","calcium-dependent protein kinase 25","member of Calcium Dependent Protein Kinase","AT2G35890"
"AT2G35900.1",15069997,15071653,"-","2",NA,NA,"AT2G35900"
"AT2G35910.1",15072932,15074081,"-","2","RING/U-box superfamily protein",NA,"AT2G35910"
"AT2G35920.1",15075597,15080812,"+","2","RNA helicase family protein",NA,"AT2G35920"
"AT2G35930.1",15082855,15084473,"-","2","plant U-box 23","Encodes a cytoplasmically localized U-box domain containing E3 ubiquitin ligase that is involved in the response to water stress and acts as a negative regulator of PAMP-triggered immunity.","AT2G35930"
"AT2G35940.1",15088833,15092415,"-","2","BEL1-like homeodomain 1","Encodes a member of the BEL-like homeodomain protein family. Ecotopic expression in the embryo sac leads to defects in nuclear migration and cellularization and embryo sacs with multiple egg cells. Loss of function alleles have no female gametophyte defects. The ecotopic expression phenotype requires KNAT3 because it can be suppressed by loss of KNAT3 function alleles.  Localized to the nucleus but interaction with OFP1 relocates it to the cytoplasm.","AT2G35940"
"AT2G35950.1",15104761,15106088,"+","2","embryo sac development arrest 12",NA,"AT2G35950"
"AT2G35960.1",15106940,15107993,"+","2","NDR1/HIN1-like 12","Encodes a protein whose sequence is similar to tobacco hairpin-induced gene (HIN1) and Arabidopsis non-race specific disease resistance gene (NDR1). Expression is not altered in response to cucumber mosaic virus or spermine.","AT2G35960"
"AT2G35970.1",15109007,15109773,"+","2","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family",NA,"AT2G35970"
"AT2G35980.1",15110588,15111471,"+","2","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family","Encodes a protein whose sequence is similar to tobacco hairpin-induced gene (HIN1) and Arabidopsis non-race specific disease resistance gene (NDR1). Expression of this gene is induced by cucumber mosaic virus, spermine and during senescence. The gene product is localized to the chloroplast.","AT2G35980"
"AT2G35990.1",15113955,15116776,"+","2","Putative lysine decarboxylase family protein",NA,"AT2G35990"
"AT2G36000.1",15117075,15118627,"+","2","Mitochondrial transcription termination factor family protein",NA,"AT2G36000"
"AT2G36010.2",15119589,15123184,"+","2","E2F transcription factor 3","Member of the E2F transcription factors, (cell cycle genes), key components of the cyclin D/retinoblastoma/E2F pathway.","AT2G36010"
"AT2G36020.1",15123154,15125588,"-","2","HVA22-like protein J",NA,"AT2G36020"
"AT2G36026.1",15127265,15127816,"+","2","Ovate family protein",NA,"AT2G36026"
"AT2G36030.1",15127559,15127771,"-","2",NA,NA,"AT2G36030"
"AT2G36050.1",15135572,15136749,"-","2","ovate family protein 15",NA,"AT2G36050"
"AT2G36053.1",15138996,15139178,"+","2",NA,NA,"AT2G36053"
"AT2G36060.2",15142677,15144182,"-","2","MMS ZWEI homologue 3","MMZ3/UEV1C encodes a protein that may play a role in DNA damage responses and error-free post-replicative DNA repair by participating in lysine-63-based polyubiquitination reactions. UEV1C can form diubiquitin and triubiquitin chains in combination with UBC13A/UBC35 in vitro. It can also functionally complement an mms2 mutation in budding yeast, both by increasing mms2 mutant viability in the presence of the DNA damaging agent MMS, and by reducing the rate of spontaneous DNA mutation. It can also rescue an mms2 ubc13 double mutant in yeast in combination with UBC13A. MMZ3/UEV1C transcripts are found at moderate levels in most plant organs, but cannot be detected in the pollen or 2 days after germination. Transcript levels do not appear to be stress-inducible.","AT2G36060"
"AT2G36070.1",15144836,15148131,"-","2","translocase inner membrane subunit 44-2","One of two genes in Arabidopsis that encode a putative subunit of the mitochondrial inner membrane translocase complex. TIM44 subunit is thought to provide the energy for translocation via hydrolysis of ATP.","AT2G36070"
"AT2G36080.1",15148259,15151575,"-","2","AP2/B3-like transcriptional factor family protein","Encodes a plant-specific B3 DNA-binding domain transcription factor.  Has transcription repressor activity.","AT2G36080"
"AT2G36090.1",15158561,15159639,"+","2","F-box family protein",NA,"AT2G36090"
"AT2G36100.1",15159591,15160750,"-","2","Uncharacterised protein family (UPF0497)",NA,"AT2G36100"
