"chromosome"	"transcript_start"	"transcript_end"	"strand"	"name"	"short_description"
4	14209573	14210768	+	LOC_Os04g24750	"aspartic proteinase nepenthesin precursor, putative, expressed"
4	14227913	14228314	+	LOC_Os04g24770	"expressed protein"
4	14239637	14240295	+	LOC_Os04g24790	"OsMADS81 - MADS-box family gene with M-gamma type-box, expressed"
4	14243635	14244264	+	LOC_Os04g24800	"OsMADS82 - MADS-box family gene with M-gamma type-box, expressed"
4	14248839	14253049	-	LOC_Os04g24804	"expressed protein"
4	14259164	14259793	+	LOC_Os04g24810	"OsMADS83 - MADS-box family gene with M-gamma type-box"
4	14264460	14266184	-	LOC_Os04g24820	"OsFBX127 - F-box domain containing protein, expressed"
4	14283447	14285770	+	LOC_Os04g24830	"expressed protein"
4	14300447	14306646	-	LOC_Os04g24840	"glycosyltransferase, putative, expressed"
4	14311738	14313289	-	LOC_Os04g24850	"cytokinin-O-glucosyltransferase 2, putative, expressed"
4	14345436	14345794	-	LOC_Os04g24900	"expressed protein"
4	14351458	14351894	+	LOC_Os04g24910	"expressed protein"
4	14362941	14363207	-	LOC_Os04g24930	"expressed protein"
4	14370722	14373051	-	LOC_Os04g24950	"hypothetical protein"
4	14453467	14454812	-	LOC_Os04g25060	"cysteine-rich receptor-like protein kinase, putative, expressed"
4	14502737	14505037	-	LOC_Os04g25110	"ulp1 protease family, C-terminal catalytic domain containing protein, expressed"
4	14507593	14511957	+	LOC_Os04g25120	"expressed protein"
4	14526403	14528167	+	LOC_Os04g25140	"OsFBDUF20 - F-box and DUF domain containing protein, expressed"
4	14534793	14535471	-	LOC_Os04g25150	"pollen allergen, putative, expressed"
4	14543677	14544368	-	LOC_Os04g25160	"pollen allergen, putative, expressed"
4	14555674	14556602	+	LOC_Os04g25180	"hypothetical protein"
4	14558920	14559618	-	LOC_Os04g25190	"pollen allergen, putative, expressed"
4	14580662	14581039	+	LOC_Os04g25220	"hypothetical protein"
4	14586650	14588088	-	LOC_Os04g25230	"hypothetical protein"
4	14598799	14599209	-	LOC_Os04g25260	"expressed protein"
4	14605163	14606031	+	LOC_Os04g25270	"hypothetical protein"
4	14622975	14623381	+	LOC_Os04g25290	"expressed protein"
4	14640808	14641248	+	LOC_Os04g25320	"expressed protein"
4	14667757	14667975	+	LOC_Os04g25350	"expressed protein"
4	14675326	14679205	+	LOC_Os04g25360	"tRNA methyltransferase complex GCD14 subunit, putative, expressed"
4	14680107	14681661	+	LOC_Os04g25370	"cytokinin-O-glucosyltransferase 2, putative, expressed"
4	14692552	14694230	+	LOC_Os04g25380	"cytokinin-O-glucosyltransferase 2, putative, expressed"
4	14711401	14716828	+	LOC_Os04g25400	""
4	14718532	14722122	-	LOC_Os04g25410	"pentatricopeptide repeat domain containing protein, putative, expressed"
4	14738465	14738946	-	LOC_Os04g25420	"expressed protein"
4	14740486	14741681	-	LOC_Os04g25430	"hypothetical protein"
4	14742171	14744334	-	LOC_Os04g25440	"cytokinin-O-glucosyltransferase 2, putative, expressed"
4	14787351	14789909	+	LOC_Os04g25490	"cytokinin-O-glucosyltransferase 2, putative, expressed"
4	14795251	14795451	+	LOC_Os04g25510	"hypothetical protein"
4	14804703	14805724	+	LOC_Os04g25540	"ribosomal protein L27, putative, expressed"
4	14807385	14813241	+	LOC_Os04g25550	"FACT complex subunit SPT16, putative, expressed"
4	14813270	14819280	-	LOC_Os04g25560	"OsSCP23 - Putative Serine Carboxypeptidase homologue, expressed"
4	14821182	14826775	-	LOC_Os04g25570	"protein phosphatase 2C, putative, expressed"
4	14828710	14830611	-	LOC_Os04g25580	"hypothetical protein"
4	14863453	14864827	-	LOC_Os04g25650	"cysteine-rich receptor-like protein kinase, putative, expressed"
4	14887046	14888139	+	LOC_Os04g25670	"expressed protein"
4	14891262	14898868	+	LOC_Os04g25680	"ulp1 protease family, C-terminal catalytic domain containing protein, expressed"
4	14909751	14910455	+	LOC_Os04g25720	"expressed protein"
4	14927225	14929680	+	LOC_Os04g25740	"expressed protein"
4	14956367	14958705	+	LOC_Os04g25784	"expressed protein"
4	14961975	14962874	+	LOC_Os04g25790	"expressed protein"
4	14969824	14971484	+	LOC_Os04g25800	"cytokinin-O-glucosyltransferase 2, putative, expressed"
4	14984956	14992471	+	LOC_Os04g25820	"glycosyltransferase, putative, expressed"
4	15005828	15008150	-	LOC_Os04g25830	"expressed protein"
4	15025431	15027026	+	LOC_Os04g25840	"OsFBX128 - F-box domain containing protein, expressed"
4	15032630	15033751	+	LOC_Os04g25860	"hypothetical protein"
4	15035746	15036375	-	LOC_Os04g25870	"OsMADS84 - MADS-box family gene with M-gamma type-box, expressed"
4	15062899	15069143	+	LOC_Os04g25900	"go35 NBS-LRR, putative, expressed"
4	15073192	15075988	-	LOC_Os04g25910	"hypothetical protein"
4	15078802	15079431	-	LOC_Os04g25920	"OsMADS85 - MADS-box family gene with M-gamma type-box, expressed"
4	15082804	15083433	-	LOC_Os04g25930	"OsMADS99 - MADS-box family gene with M-gamma type-box"
4	15107839	15109329	-	LOC_Os04g25970	"cytokinin-O-glucosyltransferase 2, putative, expressed"
4	15120379	15121928	-	LOC_Os04g25980	"cytokinin-O-glucosyltransferase 2, putative, expressed"
4	15122939	15126278	-	LOC_Os04g25990	"tRNA methyltransferase complex GCD14 subunit, putative, expressed"
4	15153442	15153786	-	LOC_Os04g26050	"hypothetical protein"
4	15167179	15169212	+	LOC_Os04g26080	"hypothetical protein"
4	15182313	15183379	-	LOC_Os04g26090	"expressed protein"
4	15196736	15197113	+	LOC_Os04g26100	"hypothetical protein"
4	15202701	15204166	-	LOC_Os04g26110	"hypothetical protein"
4	15256527	15258973	+	LOC_Os04g26160	"hypothetical protein"
4	15263727	15265192	+	LOC_Os04g26180	"hypothetical protein"
4	15269072	15269762	+	LOC_Os04g26190	"pollen allergen, putative, expressed"
4	15272335	15273269	-	LOC_Os04g26200	"hypothetical protein"
4	15284291	15284915	+	LOC_Os04g26220	"pollen allergen, putative, expressed"
4	15292547	15293235	+	LOC_Os04g26230	"pollen allergen, putative, expressed"
4	15297803	15299739	-	LOC_Os04g26240	"OsFBDUF21 - F-box and DUF domain containing protein, expressed"
4	15313579	15315307	-	LOC_Os04g26260	"expressed protein"
4	15318825	15319378	+	LOC_Os04g26270	"hypothetical protein"
4	15342548	15345795	-	LOC_Os04g26320	"mannose-binding lectin, putative, expressed"
4	15350426	15352064	-	LOC_Os04g26330	"expressed protein"
4	15371729	15375108	-	LOC_Os04g26350	"Leucine Rich Repeat family protein, expressed"
4	15388133	15389129	-	LOC_Os04g26380	"aspartic proteinase-like protein 2 precursor, putative, expressed"
4	15395998	15397808	-	LOC_Os04g26400	"expressed protein"
4	15424150	15426252	+	LOC_Os04g26440	"hypothetical protein"
4	15428642	15429048	+	LOC_Os04g26450	"expressed protein"
4	15432400	15432720	-	LOC_Os04g26460	"expressed protein"
4	15435491	15435795	-	LOC_Os04g26470	"hypothetical protein"
4	15443386	15448006	-	LOC_Os04g26490	"expressed protein"
4	15460665	15461402	+	LOC_Os04g26510	"expressed protein"
4	15468204	15468467	+	LOC_Os04g26520	"hypothetical protein"
4	15499546	15500598	-	LOC_Os04g26550	"expressed protein"
4	15515197	15516253	-	LOC_Os04g26590	"expressed protein"
4	15520369	15520805	+	LOC_Os04g26600	"expressed protein"
4	15527061	15527534	-	LOC_Os04g26620	"expressed protein"
4	15569889	15570326	+	LOC_Os04g26680	"expressed protein"
4	15632138	15653865	-	LOC_Os04g26790	"eukaryotic aspartyl protease domain containing protein, expressed"
4	15690003	15690999	+	LOC_Os04g26810	"hypothetical protein"
4	15691370	15692303	+	LOC_Os04g26820	"hypothetical protein"
4	15844553	15853785	-	LOC_Os04g26834	"eukaryotic aspartyl protease domain containing protein, expressed"
4	15865222	15872954	+	LOC_Os04g26841	"importin-8, putative, expressed"
4	15874136	15880226	+	LOC_Os04g26850	""
4	15888815	15893913	+	LOC_Os04g26870	"oxidoreductase, aldo/keto reductase family protein, putative, expressed"
4	15904657	15905424	+	LOC_Os04g26890	"IN2-2 protein, putative, expressed"
4	15915619	15918920	+	LOC_Os04g26910	"oxidoreductase, aldo/keto reductase family protein, putative, expressed"
4	15924282	15928162	+	LOC_Os04g26920	"oxidoreductase, aldo/keto reductase family protein, putative, expressed"
4	15932869	15933490	-	LOC_Os04g26930	"expressed protein"
4	15943440	15948394	+	LOC_Os04g26960	"terpene synthase, putative, expressed"
4	15953717	15957114	-	LOC_Os04g26980	"terpene synthase, putative, expressed"
4	15982710	15983057	-	LOC_Os04g27010	"hypothetical protein"
4	15986497	15989538	+	LOC_Os04g27020	"cytochrome P450, putative, expressed"
4	15999439	15999982	-	LOC_Os04g27050	"expressed protein"
4	16001490	16005331	+	LOC_Os04g27060	"oxidoreductase, aldo/keto reductase family protein, putative, expressed"
4	16007286	16011934	-	LOC_Os04g27070	"terpene synthase, putative, expressed"
4	16014156	16015319	+	LOC_Os04g27080	"hypothetical protein"
4	16017484	16017726	-	LOC_Os04g27090	"expressed protein"
4	16044638	16046020	-	LOC_Os04g27096	"expressed protein"
4	16057927	16068256	-	LOC_Os04g27190	"terpene synthase, putative, expressed"
4	16071914	16072288	-	LOC_Os04g27200	"expressed protein"
4	16099450	16102412	+	LOC_Os04g27250	"expressed protein"
4	16130015	16130563	+	LOC_Os04g27300	"expressed protein"
4	16149938	16150417	-	LOC_Os04g27330	"hypothetical protein"
4	16151639	16162828	-	LOC_Os04g27340	"terpene synthase, putative, expressed"
4	16173397	16173618	+	LOC_Os04g27370	"hypothetical protein"
4	16187201	16191764	-	LOC_Os04g27400	"terpene synthase, putative, expressed"
4	16199267	16201870	-	LOC_Os04g27410	"MYB family transcription factor, putative, expressed"
4	16214063	16218619	-	LOC_Os04g27430	"terpene synthase, putative, expressed"
4	16240723	16241001	-	LOC_Os04g27470	"terpene synthase 8, putative"
4	16242233	16243638	-	LOC_Os04g27480	"terpene synthase 7, putative"
4	16276370	16276618	-	LOC_Os04g27530	"expressed protein"
4	16279426	16287133	-	LOC_Os04g27540	"terpene synthase, putative, expressed"
4	16322915	16324107	+	LOC_Os04g27600	"hypothetical protein"
4	16329591	16332078	-	LOC_Os04g27620	"expressed protein"
4	16349934	16354016	-	LOC_Os04g27670	"terpene synthase family, metal binding domain containing protein, expressed"
4	16380267	16384791	-	LOC_Os04g27720	"terpene synthase, putative, expressed"
4	16397666	16398806	+	LOC_Os04g27740	"expressed protein"
4	16402144	16402706	+	LOC_Os04g27750	"expressed protein"
4	16407450	16410838	-	LOC_Os04g27760	"terpene synthase, putative, expressed"
4	16419959	16424898	+	LOC_Os04g27790	"terpene synthase, putative, expressed"
4	16426989	16428906	-	LOC_Os04g27800	"expressed protein"
4	16436407	16438183	+	LOC_Os04g27820	"expressed protein"
4	16442096	16446125	+	LOC_Os04g27830	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase protein, putative, expressed"
4	16447445	16449292	-	LOC_Os04g27840	"expressed protein"
4	16449496	16456516	+	LOC_Os04g27850	"oxidoreductase, putative, expressed"
4	16458037	16459244	+	LOC_Os04g27860	"40S ribosomal protein S27, putative, expressed"
4	16489824	16490477	+	LOC_Os04g27930	"expressed protein"
4	16494989	16497756	+	LOC_Os04g27950	"expressed protein"
4	16505773	16509512	-	LOC_Os04g27960	"B3 DNA binding domain containing protein, expressed"
4	16519831	16521452	-	LOC_Os04g27980	"glycosyl hydrolase, putative, expressed"
4	16530280	16530788	+	LOC_Os04g27990	"B3 DNA binding domain containing protein, expressed"
4	16532293	16533642	+	LOC_Os04g28000	"B3 DNA binding domain containing protein, expressed"
4	16536130	16542683	+	LOC_Os04g28010	"expressed protein"
4	16548299	16550868	+	LOC_Os04g28020	"expressed protein"
4	16551643	16552158	+	LOC_Os04g28030	"expressed protein"
4	16553185	16559358	+	LOC_Os04g28040	"expressed protein"
4	16561961	16566499	+	LOC_Os04g28050	"expressed protein"
4	16571656	16579661	+	LOC_Os04g28074	"expressed protein"
4	16579869	16587180	+	LOC_Os04g28090	"MYB family transcription factor, putative, expressed"
4	16590469	16593924	-	LOC_Os04g28100	"spotted leaf 11, putative, expressed"
4	16602471	16605138	+	LOC_Os04g28120	"response regulator receiver domain containing protein, expressed"
4	16614563	16618026	+	LOC_Os04g28130	"two-component response regulator, putative, expressed"
4	16621835	16622357	+	LOC_Os04g28140	"conserved hypothetical protein"
4	16624886	16627577	+	LOC_Os04g28150	"expressed protein"
4	16629917	16633083	+	LOC_Os04g28160	"response regulator receiver domain containing protein, expressed"
4	16639479	16642584	-	LOC_Os04g28170	"expressed protein"
4	16645701	16648386	-	LOC_Os04g28180	"ribosomal protein, putative, expressed"
4	16651424	16652719	-	LOC_Os04g28190	"expressed protein"
4	16667099	16672508	-	LOC_Os04g28210	"verticillium wilt disease resistance protein, putative, expressed"
4	16684906	16693432	+	LOC_Os04g28234	"Rf1, mitochondrial precursor, putative, expressed"
4	16693992	16694833	-	LOC_Os04g28250	"cysteine proteinase inhibitor precursor, putative, expressed"
4	16698985	16707481	+	LOC_Os04g28260	"Kinesin motor domain domain containing protein, expressed"
4	16713624	16714138	-	LOC_Os04g28270	"expressed protein"
4	16732393	16734806	-	LOC_Os04g28280	"BEE 3, putative, expressed"
4	16753556	16757223	+	LOC_Os04g28300	"Rf1, mitochondrial precursor, putative, expressed"
4	16760292	16763527	+	LOC_Os04g28310	"expressed protein"
4	16764190	16764393	+	LOC_Os04g28320	"expressed protein"
4	16767457	16767666	+	LOC_Os04g28330	"expressed protein"
4	16785970	16786206	+	LOC_Os04g28360	"expressed protein"
4	16795057	16795370	-	LOC_Os04g28370	"hypothetical protein"
4	16802078	16802306	+	LOC_Os04g28390	"expressed protein"
4	16807387	16808259	+	LOC_Os04g28410	"expressed protein"
4	16813848	16817974	-	LOC_Os04g28420	"peptidyl-prolyl isomerase, putative, expressed"
4	16834923	16836040	-	LOC_Os04g28450	"hypothetical protein"
4	16843283	16856549	-	LOC_Os04g28460	"phospholipid-transporting ATPase 2, putative, expressed"
4	16875869	16876769	+	LOC_Os04g28490	"expressed protein"
4	16877623	16878006	+	LOC_Os04g28500	"expressed protein"
4	16882652	16891977	+	LOC_Os04g28520	"male sterility protein, putative, expressed"
4	16900480	16900752	+	LOC_Os04g28540	"expressed protein"
4	16915607	16917275	+	LOC_Os04g28570	"fatty acyl coA reductase, putative, expressed"
4	16924290	16928752	-	LOC_Os04g28590	"expressed protein"
4	16931533	16933246	+	LOC_Os04g28600	"male sterility protein, putative, expressed"
4	16945205	16951596	+	LOC_Os04g28620	"male sterility protein, putative, expressed"
4	16953576	16956783	+	LOC_Os04g28630	"hypothetical protein"
4	16960576	16961523	-	LOC_Os04g28640	"expressed protein"
4	16986170	16990058	+	LOC_Os04g28680	"male sterility protein, putative, expressed"
4	17001932	17003461	+	LOC_Os04g28690	"fatty acyl coA reductase, putative, expressed"
4	17014139	17014532	-	LOC_Os04g28710	"hypothetical protein"
4	17016767	17017033	+	LOC_Os04g28720	"RALFL32 - Rapid ALkalinization Factor RALF family protein precursor, putative, expressed"
4	17044277	17046921	+	LOC_Os04g28780	"serine/threonine-protein kinase receptor precursor, putative, expressed"
4	17056567	17056848	+	LOC_Os04g28805	"expressed protein"
4	17060663	17061166	+	LOC_Os04g28810	"expressed protein"
4	17077826	17078236	+	LOC_Os04g28830	"RALFL34 - Rapid ALkalinization Factor RALF family protein precursor, putative, expressed"
4	17084212	17086317	+	LOC_Os04g28840	"RALFL35 - Rapid ALkalinization Factor RALF family protein precursor, putative, expressed"
4	17097723	17098395	+	LOC_Os04g28850	"RALFL36 - Rapid ALkalinization Factor RALF family protein precursor, expressed"
4	17100968	17106827	+	LOC_Os04g28860	"expressed protein"
4	17108109	17110623	+	LOC_Os04g28870	"dehydrogenase, putative, expressed"
4	17173414	17174931	-	LOC_Os04g28970	"expressed protein"
4	17177978	17179177	-	LOC_Os04g28980	"expressed protein"
4	17180207	17183520	+	LOC_Os04g28990	"dehydrogenase, putative, expressed"
4	17185145	17186605	-	LOC_Os04g29000	"sulfotransferase domain containing protein, expressed"
4	17187925	17188272	+	LOC_Os04g29010	"expressed protein"
4	17190881	17192009	+	LOC_Os04g29020	"expressed protein"
4	17201224	17203486	+	LOC_Os04g29030	"dehydrogenase, putative, expressed"
4	17207412	17207878	+	LOC_Os04g29040	"expressed protein"
4	17213755	17214021	+	LOC_Os04g29050	"expressed protein"
4	17225119	17225785	+	LOC_Os04g29060	"hypothetical protein"
4	17236879	17237382	+	LOC_Os04g29080	"hypothetical protein"
4	17258836	17263132	-	LOC_Os04g29090	"FAD-binding and arabino-lactone oxidase domains containing protein, putative, expressed"
4	17275997	17276801	+	LOC_Os04g29110	"hypothetical protein"
4	17319196	17321032	+	LOC_Os04g29210	"FAD-binding and arabino-lactone oxidase domains containing protein, putative, expressed"
4	17345701	17346786	+	LOC_Os04g29260	"expressed protein"
4	17364323	17364731	+	LOC_Os04g29280	"expressed protein"
4	17477135	17477854	+	LOC_Os04g29400	"hypothetical protein"
4	17486090	17486554	-	LOC_Os04g29410	"expressed protein"
4	17529371	17529808	+	LOC_Os04g29490	"expressed protein"
4	17536775	17537212	+	LOC_Os04g29510	"expressed protein"
4	17560646	17561444	+	LOC_Os04g29550	"RIPER2 - Ripening-related family protein precursor, expressed"
4	17562113	17562647	+	LOC_Os04g29560	"hypothetical protein"
4	17584989	17589754	+	LOC_Os04g29580	"OsWAK37 - OsWAK short gene, expressed"
4	17610978	17612501	+	LOC_Os04g29610	"expressed protein"
4	17653766	17654187	+	LOC_Os04g29670	"expressed protein"
4	17667855	17671411	-	LOC_Os04g29680	"OsWAK38 - OsWAK receptor-like protein kinase, expressed"
4	17718520	17719438	+	LOC_Os04g29730	"expressed protein"
4	17721832	17727500	-	LOC_Os04g29740	"OsWAK39 - OsWAK receptor-like protein kinase, expressed"
4	17729645	17730724	+	LOC_Os04g29750	"expressed protein"
4	17734167	17734784	+	LOC_Os04g29760	"expressed protein"
4	17739613	17741879	-	LOC_Os04g29770	"wall-associated receptor kinase-like 3 precursor, putative, expressed"
4	17752241	17756509	-	LOC_Os04g29790	"OsWAK40 - OsWAK receptor-like  protein OsWAK-RLP, expressed"
4	17765039	17766782	-	LOC_Os04g29810	"expressed protein"
4	17790978	17791607	-	LOC_Os04g29840	"expressed protein"
4	17799275	17799721	-	LOC_Os04g29860	"expressed protein"
4	17816005	17818582	-	LOC_Os04g29880	"OsWAK41 - OsWAK receptor-like  protein OsWAK-RLP, expressed"
4	17838006	17839902	+	LOC_Os04g29920	"reticulon domain containing protein, putative, expressed"
4	17846050	17850215	-	LOC_Os04g29930	"OsWAK42 - OsWAK receptor-like protein kinase, expressed"
4	17865375	17868771	-	LOC_Os04g29950	"wall-associated receptor kinase, putative, expressed"
4	17874313	17877280	-	LOC_Os04g29960	"OsWAK43 - OsWAK receptor-like protein kinase, expressed"
4	17881730	17882582	-	LOC_Os04g29970	"expressed protein"
4	17888146	17891574	-	LOC_Os04g29990	"OsWAK44 - OsWAK receptor-like protein kinase, expressed"
4	17903924	17904497	+	LOC_Os04g30000	"expressed protein"
4	17906097	17909802	-	LOC_Os04g30010	"OsWAK45 - OsWAK receptor-like protein kinase, expressed"
